FID,ogc_fid,state,hospname,establishment_id,parent_id,unit,medicare_prov_number,address_line_1,address_line_2,remoteness_area_code,remoteness_area,number_of_available_beds,_2012_13_peer_group_code,_2012_13_peer_group_name,admissions_reported,emergency_department,elective_surgery_reported,outpatient_clinics,_2011_12_peer_group_code,_2011_12_peer_group_name,longitude,latitude,geocode_quality,geocode_type,wkb_geometry
aihw_hospital_statistics_2012_2013.606,606,VIC,Hesse Rural Health Service [Winchelsea],210101500,,Hospital,,8 Gosney Street,Winchelsea 3241,1,Inner Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,143.9855,-38.2435,ROOFTOP,establishment,POINT (-38.2434942 143.9855464)
aihw_hospital_statistics_2012_2013.607,607,VIC,Otway Health & Community Services [Apollo Bay],210102020,,Hospital,,37-43 Mclachlan Street,Apollo Bay 3233,1,Inner Regional,2.92,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,143.6645,-38.7538,ROOFTOP,establishment,POINT (-38.7538081 143.6645397)
aihw_hospital_statistics_2012_2013.608,608,VIC,Casterton Memorial Hospital,210102090,,Hospital,,63-69 Russell Street,Casterton 3311,2,Outer Regional,15,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,141.3923,-37.5901,ROOFTOP,establishment,POINT (-37.5901371 141.3923112)
aihw_hospital_statistics_2012_2013.609,609,VIC,Western District Health Service [Coleraine District Health Service],210102140,NET010567,Campus,,119 McKebery Street,Coleraine 3315,2,Outer Regional,10,VS,Very small public,Yes,No,No,No,G,Un-peered and other,141.6921,-37.5997,ROOFTOP,establishment,POINT (-37.5996704 141.6920629)
aihw_hospital_statistics_2012_2013.610,610,VIC,South West Healthcare [Warrnambool],210102160,NET011268,Campus,,Ryot Street,Warrnambool 3280,1,Inner Regional,166.92,L,Large public acute,Yes,Yes,No,Yes,B2,Large regional and remote,142.4734,-38.3801,ROOFTOP,establishment,POINT (-38.3801373 142.473434)
aihw_hospital_statistics_2012_2013.611,611,VIC,Heywood Rural Health,210102350,,Hospital,,21 Barclay Street,Heywood 3304,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,141.6245,-38.1364,ROOFTOP,establishment,POINT (-38.136376 141.62451360000003)
aihw_hospital_statistics_2012_2013.612,612,VIC,Moyne Health Services [Port Fairy],210102450,,Hospital,,30-36 Villiers Street,Port Fairy 3284,1,Inner Regional,15,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,142.2278,-38.3814,ROOFTOP,establishment,POINT (-38.3814382 142.2277967)
aihw_hospital_statistics_2012_2013.613,613,VIC,Grace McKellar Centre [Geelong],210103040,NET010441,Campus,,45-95 Ballarat Road,North Geelong 3215,0,Major Cities,100,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,G,Un-peered and other,144.3372,-38.1195,ROOFTOP,establishment,POINT (-38.1195359 144.3372015)
aihw_hospital_statistics_2012_2013.614,614,VIC,South West Healthcare [Camperdownl],210103080,NET011268,Campus,,9 Robinson Street,Camperdown 3260,1,Inner Regional,25,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,143.1377,-38.2371,ROOFTOP,establishment,POINT (-38.2370784 143.1376722)
aihw_hospital_statistics_2012_2013.615,615,VIC,Rural Northwest Health [Warracknabeal],210201571,NET011011,Campus,,18 Dimboola Road,Warracknabeal 3393,2,Outer Regional,15.33,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,142.3819,-36.2524,ROOFTOP,establishment,POINT (-36.2523974 142.381872)
aihw_hospital_statistics_2012_2013.616,616,VIC,Rural Northwest Health [Hopetoun],210201572,NET011011,Campus,,12 Mitchell Place,Hopetoun 3396,3,Remote,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,142.3665,-35.7322,ROOFTOP,establishment,POINT (-35.73224369999999 142.3664857)
aihw_hospital_statistics_2012_2013.617,617,VIC,Ballarat Health Services [Base Campus],210202010,NET005647,Campus,,1 Dummond Street North,Ballarat Central 3350,1,Inner Regional,244.92,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,143.8472,-37.5588,ROOFTOP,establishment,POINT (-37.558752 143.8472356)
aihw_hospital_statistics_2012_2013.618,618,VIC,Ballarat Health Services [Queen Elizabeth Campus],210202070,NET005647,Campus,,102 Ascot Street,Ballarat 3350,1,Inner Regional,92,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,D2,Small non-acute,143.8419,-37.5634,ROOFTOP,establishment,POINT (-37.563426 143.841884)
aihw_hospital_statistics_2012_2013.619,619,VIC,Wimmera Base Hospital [Horsham],210202170,NET003595,Campus,,83 Baillie Street,Horsham 3400,2,Outer Regional,81,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,Yes,B2,Large regional and remote,142.2088,-36.7126,ROOFTOP,establishment,POINT (-36.7125503 142.208812)
aihw_hospital_statistics_2012_2013.620,620,VIC,Dunmunkle Health Services [Murtoa],210202210,,Hospital,,89 Cromie Street,Rupanyup 3388,2,Outer Regional,2,OT,Outpatient hospital,Yes,No,No,No,G,Un-peered and other,142.6319,-36.6366,ROOFTOP,establishment,POINT (-36.636555 142.631907)
aihw_hospital_statistics_2012_2013.621,621,VIC,Stawell Regional Health,210202260,,Hospital,,27-29 Sloane Street,Stawell 3380,1,Inner Regional,36,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),142.7814,-37.0594,ROOFTOP,doctor,POINT (-37.0594054 142.78138210000003)
aihw_hospital_statistics_2012_2013.622,622,VIC,West Wimmera Health Service [Nhill],210202371,NET003592,Campus,,45 Nelson Street,Nhill 3418,2,Outer Regional,23.5,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,141.6554,-36.3341,ROOFTOP,establishment,POINT (-36.3341406 141.65544929999996)
aihw_hospital_statistics_2012_2013.623,623,VIC,West Wimmera Health Service [Kaniva],210202372,NET003592,Campus,,9 Farmers Street,Kaniva 3419,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,141.2456,-36.3815,ROOFTOP,establishment,POINT (-36.3815278 141.2455934)
aihw_hospital_statistics_2012_2013.624,624,VIC,West Wimmera Health Service [Jeparit],210202373,NET003592,Campus,,2 Charles Street,Jeparit 3423,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,141.9847,-36.1412,ROOFTOP,establishment,POINT (-36.1411741 141.98468)
aihw_hospital_statistics_2012_2013.625,625,VIC,West Wimmera Health Service [Rainbow],210202374,NET003592,Campus,,2 Swinbourne Avenue,Rainbow 3424,3,Remote,6.58,VS,Very small public,Yes,No,No,No,G,Un-peered and other,141.9951,-35.9039,ROOFTOP,establishment,POINT (-35.903895 141.9951413)
aihw_hospital_statistics_2012_2013.626,626,VIC,East Wimmera Health Service [St Arnaud],210202480,NET010433,Campus,,52 North Western Road,St Arnaud 3478,2,Outer Regional,16.25,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,143.2469,-36.6094,ROOFTOP,establishment,POINT (-36.609401399999996 143.2469354)
aihw_hospital_statistics_2012_2013.627,627,VIC,Djerriwarrh Health Service [Bacchus Marsh],210203020,NET003020,Campus,,29-35 Grant Street,Bacchus Marsh 3340,1,Inner Regional,45,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),144.4344,-37.678,ROOFTOP,establishment,POINT (-37.678001 144.434449)
aihw_hospital_statistics_2012_2013.628,628,VIC,Dimboola District Hospital,210203180,NET003595,Campus,,32-36 Anderson Street,Dimboola 3414,2,Outer Regional,4,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,142.025,-36.4492,ROOFTOP,establishment,POINT (-36.4492095 142.0249989)
aihw_hospital_statistics_2012_2013.629,629,VIC,Daylesford District Hospital,210204161,NET010434,Campus,,13 Hospital Street,Daylesford 3460,1,Inner Regional,21,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,144.1455,-37.3374,ROOFTOP,establishment,POINT (-37.3373553 144.1455069)
aihw_hospital_statistics_2012_2013.630,630,VIC,Creswick District Hospital,210204162,NET010434,Campus,,1 Napier Street,Creswick 3363,1,Inner Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,143.8917,-37.4214,ROOFTOP,establishment,POINT (-37.4213915 143.8916525)
aihw_hospital_statistics_2012_2013.631,631,VIC,Bendigo Hospital The,210301021,NET003292,Campus,,62 Lucan Street,Bendigo 3550,1,Inner Regional,252.67,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,144.2834,-36.7494,ROOFTOP,establishment,POINT (-36.749354 144.283363)
aihw_hospital_statistics_2012_2013.632,632,VIC,Goulburn Valley Health [Waranga],210301123,NET003297,Campus,,14 Coyle Street,Rushworth 3612,1,Inner Regional,12,VS,Very small public,Yes,No,No,No,G,Un-peered and other,145.0165,-36.5872,ROOFTOP,establishment,POINT (-36.5872391 145.0165466)
aihw_hospital_statistics_2012_2013.633,633,VIC,Heathcote Health,210301340,,Hospital,,39 Hospital Street,Heathcote 3523,1,Inner Regional,8.92,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,144.7095,-36.9259,ROOFTOP,establishment,POINT (-36.9258503 144.70946120000002)
aihw_hospital_statistics_2012_2013.634,634,VIC,Maryborough District Health Service [Maryborough],210301351,NET003312,Campus,,75-87 Clarendon Street,Maryborough 3465,1,Inner Regional,43.17,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),143.738,-37.0448,ROOFTOP,establishment,POINT (-37.0448433 143.7380368)
aihw_hospital_statistics_2012_2013.635,635,VIC,Maryborough District Health Service [Dunolly],210301352,NET003312,Campus,,20 Havelock Street,Dunolly 3472,1,Inner Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,143.7355,-36.8553,ROOFTOP,establishment,POINT (-36.8553025 143.73547789999998)
aihw_hospital_statistics_2012_2013.636,636,VIC,Swan Hill District Health [Swan Hill],210301491,NET003318,Campus,,48 Splatt Street,Swan Hill 3585,2,Outer Regional,38.75,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,No,C2,Medium (group 2),143.5564,-35.3403,ROOFTOP,establishment,POINT (-35.340332499999995 143.5563753)
aihw_hospital_statistics_2012_2013.637,637,VIC,Swan Hill District Health [Nyah],210301492,NET003318,Campus,,Monash Avenue,Nyah West 3595,2,Outer Regional,3,VS,Very small public,Yes,No,No,No,G,Un-peered and other,143.3556,-35.1861,ROOFTOP,establishment,POINT (-35.1861312 143.3555747)
aihw_hospital_statistics_2012_2013.638,638,VIC,East Wimmera Health Service [Wycheproof],210301560,NET010433,Campus,,19 Grandview Street,Wycheproof 3527,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,143.234,-36.0786,ROOFTOP,establishment,POINT (-36.078634 143.23399550000002)
aihw_hospital_statistics_2012_2013.639,639,VIC,Cohuna District Hospital,210302130,,Hospital,,144-158 King George Street,Cohuna 3568,2,Outer Regional,16,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,144.2146,-35.8003,ROOFTOP,establishment,POINT (-35.800276 144.2146253)
aihw_hospital_statistics_2012_2013.640,640,VIC,Echuca Regional Health,210302180,,Hospital,,9-27 Francis Street,Echuca 3564,1,Inner Regional,65.08,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,No,C1,Medium (group 1),144.7488,-36.1373,ROOFTOP,establishment,POINT (-36.1372798 144.7488035)
aihw_hospital_statistics_2012_2013.641,641,VIC,Kerang District Health,210302240,,Hospital,,13 Burgoyne Street,Kerang 3579,2,Outer Regional,24,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,143.9184,-35.7241,ROOFTOP,establishment,POINT (-35.7240919 143.9183936)
aihw_hospital_statistics_2012_2013.642,642,VIC,Mallee Track Health & Community Service,210302390,,Hospital,,28 Britt Street,Ouyen 3490,2,Outer Regional,1.83,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,142.3125,-35.0745,ROOFTOP,establishment,POINT (-35.0744664 142.312508)
aihw_hospital_statistics_2012_2013.643,643,VIC,Maldon Hospital,210302590,,Hospital,,Chapel Street,Maldon 3463,1,Inner Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,144.0639,-36.9925,ROOFTOP,establishment,POINT (-36.9924824 144.0638653)
aihw_hospital_statistics_2012_2013.644,644,VIC,Boort District Health,210303060,,Hospital,,31 Kiniry Street,Boort 3537,2,Outer Regional,9,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,143.7274,-36.1119,ROOFTOP,establishment,POINT (-36.111934 143.7274037)
aihw_hospital_statistics_2012_2013.645,645,VIC,Robinvale District Health Services,210303130,,Hospital,,128-132 Latje Road,Robinvale 3549,2,Outer Regional,14,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,142.7814,-34.5843,ROOFTOP,establishment,POINT (-34.5843353 142.7814184)
aihw_hospital_statistics_2012_2013.646,646,VIC,East Wimmera Health Service [Donald],210303190,NET010433,Campus,,7 Aitken Avenue,Donald 3480,2,Outer Regional,15.25,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,142.9765,-36.3667,ROOFTOP,establishment,POINT (-36.3666687 142.97651509999997)
aihw_hospital_statistics_2012_2013.647,647,VIC,East Wimmera Health Service [Birchip],210304120,NET010433,Campus,,26 Duncan Street,Birchip 3483,2,Outer Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,142.9153,-35.9801,ROOFTOP,establishment,POINT (-35.9800811 142.9153201)
aihw_hospital_statistics_2012_2013.735,735,VIC,Alpine Health,NET005618,,Network,,,Various,,,,,,No,No,No,No,E2,Multi-purpose services,146.9665,-36.7334,ROOFTOP,establishment,POINT (-36.7334443 146.96648939999997)
aihw_hospital_statistics_2012_2013.648,648,VIC,East Wimmera Health Service [Charlton],210304130,NET010433,Campus,,4 Menzies Street,Charlton 3525,2,Outer Regional,0,VS,Very small public,No,No,No,No,G,Un-peered and other,143.353,-36.2688,ROOFTOP,establishment,POINT (-36.2687784 143.3530004)
aihw_hospital_statistics_2012_2013.649,649,VIC,Castlemaine Health,210305010,,Hospital,,142 Cornish Street,Castlemaine 3450,1,Inner Regional,54.66,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),144.2117,-37.0543,ROOFTOP,establishment,POINT (-37.0542662 144.2116766)
aihw_hospital_statistics_2012_2013.650,650,VIC,Northeast Health Wangaratta,210401150,,Hospital,,35-47 Green Street,Wangaratta 3677,1,Inner Regional,141.75,L,Large public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,146.3137,-36.3541,ROOFTOP,establishment,POINT (-36.3541427 146.3136634)
aihw_hospital_statistics_2012_2013.651,651,VIC,Tallangatta Health Service,210401290,,Hospital,,25 Barree Street,Tallangatta 3700,2,Outer Regional,15,VS,Very small public,Yes,No,No,No,G,Un-peered and other,147.1832,-36.2135,ROOFTOP,establishment,POINT (-36.2135018 147.18324449999997)
aihw_hospital_statistics_2012_2013.652,652,VIC,Albury Wodonga Health - Wodonga Camps,210401660,NET003485,Campus,,69 Vermont Street,Wodonga 3690,1,Inner Regional,110.58,M,Medium public acute,Yes,Yes,No,Yes,B2,Large regional and remote,146.8799,-36.1319,ROOFTOP,establishment,POINT (-36.1319212 146.8798617)
aihw_hospital_statistics_2012_2013.653,653,VIC,Alpine Health [Myrtleford],210401881,NET005618,Campus,,30 O'Donnell Avenue,Myrtleford 3736,1,Inner Regional,15,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,146.7284,-36.5549,ROOFTOP,establishment,POINT (-36.5549135 146.7284382)
aihw_hospital_statistics_2012_2013.654,654,VIC,Alpine Health [Bright],210401882,NET005618,Campus,,36-42 Cobden Street,Bright 3741,2,Outer Regional,9,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,E2,Multi-purpose services,146.9665,-36.7334,ROOFTOP,establishment,POINT (-36.7334443 146.96648939999997)
aihw_hospital_statistics_2012_2013.655,655,VIC,Alpine Health [Mount Beauty],210401883,NET005618,Campus,,10 Hollonds Street,Mt Beauty 3699,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,147.1693,-36.7432,ROOFTOP,establishment,POINT (-36.7432455 147.1693135)
aihw_hospital_statistics_2012_2013.656,656,VIC,Mansfield District Hospital,210402670,,Hospital,,53 Highett Street,Mansfield 3722,2,Outer Regional,24.25,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,146.086,-37.0575,ROOFTOP,establishment,POINT (-37.0575225 146.0860285)
aihw_hospital_statistics_2012_2013.657,657,VIC,Alexandra District Hospital,210403010,,Hospital,,20 Cooper Street,Alexandra 3714,1,Inner Regional,31,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,145.7172,-37.1941,ROOFTOP,establishment,POINT (-37.1940818 145.7172472)
aihw_hospital_statistics_2012_2013.658,658,VIC,Nathalia District Hospital,210404010,,Hospital,,36-44 McDonnell Street,Nathalia 3638,1,Inner Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,145.1977,-36.0563,ROOFTOP,establishment,POINT (-36.056341 145.197655)
aihw_hospital_statistics_2012_2013.659,659,VIC,Beechworth Health Service,210404460,,Hospital,,52 Sydney Road,Beechworth 3747,1,Inner Regional,13,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,146.6915,-36.3497,ROOFTOP,establishment,POINT (-36.349655 146.691525)
aihw_hospital_statistics_2012_2013.660,660,VIC,Cobram District Hospital,210405120,,Hospital,,24-32 Broadway Street,Cobram 3644,1,Inner Regional,17.5,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,145.6514,-35.916,ROOFTOP,dentist,POINT (-35.9160355 145.6513746)
aihw_hospital_statistics_2012_2013.661,661,VIC,Bairnsdale Regional Health Service,210501040,,Hospital,,122 Day Street,Bairnsdale 3875,2,Outer Regional,95.67,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,Yes,B2,Large regional and remote,147.6087,-37.8312,ROOFTOP,establishment,POINT (-37.8312441 147.6087414)
aihw_hospital_statistics_2012_2013.662,662,VIC,West Gippsland Healthcare Group [Warragul],210501580,,Hospital,,41 Landsborough Street,Warragul 3820,1,Inner Regional,91,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,145.9278,-38.1729,ROOFTOP,establishment,POINT (-38.172926 145.9278279)
aihw_hospital_statistics_2012_2013.663,663,VIC,Bass Coast Regional Health,210501670,,Hospital,,235 Graham Street,Wonthaggi 3995,1,Inner Regional,50.59,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,No,C2,Medium (group 2),145.5812,-38.6081,ROOFTOP,establishment,POINT (-38.6080994 145.5811644)
aihw_hospital_statistics_2012_2013.664,664,VIC,Omeo District Health,210502040,,Hospital,,12 Easton Street,Omeo 3898,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,147.5969,-37.0985,ROOFTOP,establishment,POINT (-37.09849 147.5969023)
aihw_hospital_statistics_2012_2013.665,665,VIC,Central Gippsland Health Service [Sale],210502060,NET011269,Campus,,155 Guthridge Parade,Sale 3850,1,Inner Regional,81.34,L,Large public acute,Yes,Yes,No,Yes,B2,Large regional and remote,147.0808,-38.1087,ROOFTOP,establishment,POINT (-38.1087287 147.0807893)
aihw_hospital_statistics_2012_2013.666,666,VIC,Korumburra Hospital,210502251,NET003323,Campus,,69-75 Bridge Street,Korumburra 3950,1,Inner Regional,15,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,145.828,-38.4304,ROOFTOP,establishment,POINT (-38.4304179 145.8280001)
aihw_hospital_statistics_2012_2013.667,667,VIC,Leongatha Memorial Hospital,210502252,NET003323,Campus,,66 Koonawarra Road,Leongatha 3953,1,Inner Regional,37,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),145.9514,-38.4874,ROOFTOP,establishment,POINT (-38.487372 145.951411)
aihw_hospital_statistics_2012_2013.668,668,VIC,Latrobe Regional Hospital [Traralgon],210502440,,Hospital,,10 Village Avenue,Traralgon 3844,1,Inner Regional,239.83,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,146.4716,-38.2184,ROOFTOP,establishment,POINT (-38.2184037 146.4716471)
aihw_hospital_statistics_2012_2013.669,669,VIC,Central Gippsland Health Service [Maffra],210502580,NET011269,Campus,,48 Kent Street,Maffra 3860,1,Inner Regional,9,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,146.9836,-37.9609,ROOFTOP,establishment,POINT (-37.960877 146.983607)
aihw_hospital_statistics_2012_2013.670,670,VIC,South Gippsland Hospital [Foster],210504240,,Hospital,,87 Station Road,Foster 3960,1,Inner Regional,16,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,146.2061,-38.6588,ROOFTOP,establishment,POINT (-38.6588006 146.20613040000003)
aihw_hospital_statistics_2012_2013.671,671,VIC,Orbost Regional Health,210505050,,Hospital,,104 Boundary Road,Orbost 3888,2,Outer Regional,16.75,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,E2,Multi-purpose services,148.4651,-37.7019,ROOFTOP,establishment,POINT (-37.7019255 148.4651455)
aihw_hospital_statistics_2012_2013.672,672,VIC,Box Hill Hospital,210801050,NET011518,Campus,,51 Nelson Road,Box Hill 3128,0,Major Cities,348.25,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,145.119,-37.8137,ROOFTOP,establishment,POINT (-37.813664 145.11896299999998)
aihw_hospital_statistics_2012_2013.673,673,VIC,Monash Medical Centre [Clayton],210801170,NET003289,Campus,,246 Clayton Road,Clayton 3168,0,Major Cities,589.42,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,145.1234,-37.9207,ROOFTOP,establishment,POINT (-37.9206682 145.1233865)
aihw_hospital_statistics_2012_2013.736,736,VIC,Ballarat Health Services,NET005647,,Network,,,Various,,,,,,No,No,No,No,A1,Principal referral,143.8472,-37.5588,ROOFTOP,establishment,POINT (-37.558752 143.8472356)
aihw_hospital_statistics_2012_2013.674,674,VIC,Maroondah Hospital [East Ringwood],210801210,NET011518,Campus,,1-15 Mt Dandenong Road,Ringwood East 3135,0,Major Cities,263.91,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,145.2439,-37.8114,ROOFTOP,establishment,POINT (-37.8113963 145.2439024)
aihw_hospital_statistics_2012_2013.675,675,VIC,St George's Health Service- Aged Care,210801700,210A01450,Campus,,283 Cotham Road,Kew 3101,0,Major Cities,124,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,D2,Small non-acute,145.053,-37.8091,ROOFTOP,establishment,POINT (-37.8090925 145.0529941)
aihw_hospital_statistics_2012_2013.676,676,VIC,Caritas Christi Hospice Ltd [Kew],210802080,210A01450,Campus,,104 Studley Park Road,Kew 3101,0,Major Cities,28,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,145.0156,-37.8045,ROOFTOP,establishment,POINT (-37.804495 145.015607)
aihw_hospital_statistics_2012_2013.677,677,VIC,Mercy Health - O'Connell Family Centre,210802100,NET003388,Campus,,6 Mont Albert Road,Canterbury 3126,0,Major Cities,20,O1,Early parenting centres,Yes,No,No,No,E5,Mothercraft,145.0617,-37.8167,ROOFTOP,establishment,POINT (-37.816657 145.06173399999997)
aihw_hospital_statistics_2012_2013.678,678,VIC,Peter James Centre The (East Burwood),210802120,NET011518,Campus,,321-345 Burwood Highway,Forest Hill 3131,0,Major Cities,136.99,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,C2,Medium (group 2),145.1646,-37.8526,ROOFTOP,establishment,POINT (-37.8526299 145.1646222)
aihw_hospital_statistics_2012_2013.679,679,VIC,Wantirna Health,210802330,NET011518,Campus,,251 Mountain Highway,Wantirna 3152,0,Major Cities,57.67,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,145.2254,-37.8486,ROOFTOP,establishment,POINT (-37.84864879999999 145.2254451)
aihw_hospital_statistics_2012_2013.680,680,VIC,Royal Talbot Rehabilitation Centre [Kew],210803220,NET003399,Campus,,1 Yarra Boulevard,Kew 3101,0,Major Cities,76.58,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,G,Un-peered and other,145.0215,-37.7879,ROOFTOP,establishment,POINT (-37.7879447 145.021451)
aihw_hospital_statistics_2012_2013.681,681,VIC,Healesville and District Hospital,210803330,NET011518,Campus,,377 Maroondah Highway,Healesville 3777,1,Inner Regional,19,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D2,Small non-acute,145.5289,-37.647,ROOFTOP,establishment,POINT (-37.6469556 145.5289012)
aihw_hospital_statistics_2012_2013.682,682,VIC,Yarra Ranges Health,210803690,NET011518,Campus,,25 Market Street,Lilydale 3140,0,Major Cities,16,O4,Other day procedure hospital,Yes,No,No,No,G,Un-peered and other,145.3514,-37.7563,ROOFTOP,establishment,POINT (-37.756316 145.351389)
aihw_hospital_statistics_2012_2013.683,683,VIC,Monash Medical Centre [Moorabbin],210901220,NET003289,Campus,,823-865 Centre Road,East Bentleigh 3165,0,Major Cities,110.83,L,Large public acute,Yes,No,Yes,Yes,B1,Large Major cities,145.063,-37.9215,ROOFTOP,establishment,POINT (-37.9214925 145.0629937)
aihw_hospital_statistics_2012_2013.684,684,VIC,Rosebud Hospital,210901250,NET003285,Campus,,1527 Point Nepean Road,Rosebud 3939,0,Major Cities,71,M,Medium public acute,Yes,Yes,No,No,C2,Medium (group 2),144.8849,-38.3624,ROOFTOP,establishment,POINT (-38.3623626 144.8849166)
aihw_hospital_statistics_2012_2013.685,685,VIC,Caulfield General Medical Centre,210901370,NET011519,Campus,,260-294 Kooyong Road,Caulfield 3162,0,Major Cities,216.17,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,C2,Medium (group 2),145.0159,-37.8838,ROOFTOP,establishment,POINT (-37.8838214 145.0158661)
aihw_hospital_statistics_2012_2013.686,686,VIC,Kooweerup Regional Health Service,210901480,,Hospital,,215 Rossiter Road,Koo Wee Rup 3981,1,Inner Regional,12,VS,Very small public,Yes,No,No,No,G,Un-peered and other,145.4844,-38.2004,ROOFTOP,establishment,POINT (-38.2004262 145.4843879)
aihw_hospital_statistics_2012_2013.687,687,VIC,Kingston Centre [Cheltenham],210902030,NET003289,Campus,,400 Warrigal Road,Cheltenham 3192,0,Major Cities,175,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,D2,Small non-acute,145.0786,-37.955,ROOFTOP,establishment,POINT (-37.95503109999999 145.07857169999997)
aihw_hospital_statistics_2012_2013.688,688,VIC,Dandenong Campus,210902111,NET003289,Campus,,105-135 David Street,Dandenong 3175,0,Major Cities,449.5,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,145.2185,-37.9769,ROOFTOP,establishment,POINT (-37.9769435 145.2184844)
aihw_hospital_statistics_2012_2013.689,689,VIC,Cranbourne Integrated Care Centre,210902112,NET003289,Campus,,140-154 Sladen Street,Cranbourne 3977,0,Major Cities,21.92,O4,Other day procedure hospital,Yes,No,Yes,No,C2,Medium (group 2),145.2806,-38.1133,ROOFTOP,establishment,POINT (-38.113329 145.28064299999997)
aihw_hospital_statistics_2012_2013.690,690,VIC,Frankston Hospital,210902220,NET003285,Campus,,2 Hastings Road,Frankston 3199,0,Major Cities,375.5,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,145.1277,-38.1497,ROOFTOP,establishment,POINT (-38.14968749999999 145.1276749)
